mouse_symbol,human_symbol
Ppat,PPAT
Kng1,KNG1
Mvb12b,MVB12B
Ackr2,ACKR2
Adcy4,ADCY4
Pvalb,PVALB
Arih1,ARIH1
Upk3b,UPK3B
Gstm1,GSTM1
Myg1,MYG1
Tmem119,TMEM119
Dync1h1,DYNC1H1
Klrc2,KLRC1
Zbtb2,ZBTB2
Actl6b,ACTL6B
Appl2,APPL2
Ttbk2,TTBK2
Ddx49,DDX49
Mrps25,MRPS25
Samm50,SAMM50
Acp3,ACP3
BC048671,C3orf22
Brf1,BRF1
Zfand4,ZFAND4
Gcnt2,GCNT2
Adh5,ADH5
Mrpl32,MRPL32
Efs,EFS
Nxpe4,NXPE4
Atg3,ATG3
Tfdp1,TFDP1
Zfp366,ZNF366
Zfp169,ZNF169
Pbrm1,PBRM1
Glrx,GLRX
Etv1,ETV1
Zbed6,ZBED6
P2rx7,P2RX7
Tmem184b,TMEM184B
Rab24,RAB24
Sec62,SEC62
Sgo2a,SGO2
Slc35a5,SLC35A5
Adar,ADAR
Exoc6b,EXOC6B
Ogn,OGN
Rpsa,RPSA2
Rpsa,RPSA
Cfc1,CFC1B
Cfc1,CFC1
Cdc14b,CDC14B
Cdc14b,CDC14C
Lmln,LMLN
Rcan2,RCAN2
Epha3,EPHA3
Myoc,MYOC
Pbx2,PBX2
Rxylt1,RXYLT1
Atp5f1c,ATP5F1C
Eif5b,EIF5B
Pom121,POM121C
Pom121,POM121
Arc,ARC
Sntb1,SNTB1
Caskin1,CASKIN1
Cyp2d9,CYP2D6
Ccn6,CCN6
Slc46a3,SLC46A3
Fzr1,FZR1
Noct,NOCT
Stpg2,STPG2
Hunk,HUNK
Nudt14,NUDT14
Nsun5,NSUN5
Gatb,GATB
Arl13b,ARL13B
Adam10,ADAM10
Foxf2,FOXF2
Erap1,ERAP1
Ppp4r4,PPP4R4
Nsun3,NSUN3
Mapk11,MAPK11
Aph1b,APH1B
Fshr,FSHR
Cluap1,CLUAP1
Galns,GALNS
Cdk18,CDK18
Ppp4r1,PPP4R1
Aqp6,AQP6
Kcnv1,KCNV1
Oaz2,OAZ2
Emc2,EMC2
Clec2i,CLEC2D
4931406C07Rik,C11orf54
Ankrd34b,ANKRD34B
Iapp,IAPP
Klrc1,KLRC1
Cfap90,CFAP90
Spata31d1a,SPATA31D3
Spata31d1a,SPATA31D1
Spata31d1a,SPATA31D4
Terb1,TERB1
Slc17a2,SLC17A2
Mkrn2,MKRN2
Slc37a4,SLC37A4
Smdt1,SMDT1
Zbtb4,ZBTB4
Htr5a,HTR5A
Moxd1,MOXD1
Tnk2,TNK2
Sftpb,SFTPB
Slc1a3,SLC1A3
Slc35f5,SLC35F5
Cyp3a25,CYP3A43
Cyp3a25,CYP3A7
Cyp3a25,CYP3A4
Cyp3a25,CYP3A5
Tshz3,TSHZ3
Cd63,CD63
Col1a2,COL1A2
Fcgrt,FCGRT
Auh,AUH
Armc6,ARMC6
Gfm1,GFM1
Zglp1,ZGLP1
Pxdn,PXDN
Skic8,SKIC8
Zfp664,ZNF664
Galr3,GALR3
Ppp1r1a,PPP1R1A
Cd33,CD33
Cd33,SIGLEC6
Preb,PREB
Tnip1,TNIP1
Slc38a1,SLC38A1
Cfl2,CFL2
Ssr3,SSR3
Ddx27,DDX27
Smoc1,SMOC1
Th,TH
Tpgs1,TPGS1
BC025920,ZNF77
Purg,PURG
H2az1,H2AZ1
Grm1,GRM1
N4bp1,N4BP1
Slc5a3,SLC5A3
Mzt2,MZT2A
Mzt2,MZT2B
Kcnk1,KCNK1
Zmat4,ZMAT4
Cd200r4,CD200R1
Cd200r4,CD200R1L
Dact1,DACT1
Fn1,FN1
Sucnr1,SUCNR1
Atp5po,ATP5PO
E2f5,E2F5
Wdr25,WDR25
Ppp1r11,PPP1R11
Glo1,GLO1
Tex264,TEX264
Tcf21,TCF21
Eea1,EEA1
Serpina3a,SERPINA3
Plppr5,PLPPR5
Mlycd,MLYCD
Celsr1,CELSR1
Il31ra,IL31RA
Slc38a6,SLC38A6
Nectin2,NECTIN2
Ppm1g,PPM1G
Mlkl,MLKL
Dscam,DSCAM
St7l,ST7L
Shisa8,SHISA8
Lhfpl3,LHFPL3
Or12d17,OR12D3
Tmem74,TMEM74
Gcsam,GCSAM
Lgals1,LGALS1
H2-DMa,HLA-DMA
Zfp655,ZNF655
Ncam2,NCAM2
Tcl1b4,TCL1B
Trappc13,TRAPPC13
Lrrc9,LRRC9
Myl6,MYL6
Map1s,MAP1S
Mbd3l1,MBD3L1
Pim3,PIM3
Bak1,BAK1
Med17,MED17
Zfp597,ZNF597
1700088E04Rik,C22orf23
Chaf1b,CHAF1B
Ctr9,CTR9
Prr18,PRR18
Med19,MED19
Zbtb14,ZBTB14
Sh3bp2,SH3BP2
Rab12,RAB12
Plpp7,PLPP7
Map1lc3b,MAP1LC3B
Map1lc3b,MAP1LC3B2
Plxnb2,PLXNB2
Zfp36l2,ZFP36L2
Noxo1,NOXO1
Tmem45a,TMEM45A
Mpzl2,MPZL2
Tmprss13,TMPRSS13
Kcne2,KCNE2
Zfp961,ZNF700
Get1,GET1
Radil,RADIL
Cyp46a1,CYP46A1
Hydin,HYDIN
Psme2,PSME2
Tmem25,TMEM25
Tmem232,TMEM232
Upk1b,UPK1B
Runx1,RUNX1
Prss8,PRSS8
Anapc11,ANAPC11
Umps,UMPS
Wdr27,WDR27
Efna4,EFNA4
Smg9,SMG9
Ahcyl1,AHCYL1
Rbpms,RBPMS
Cldnd1,CLDND1
Diaph3,DIAPH3
Marchf10,MARCHF10
Arrdc3,ARRDC3
Rbck1,RBCK1
Pyroxd1,PYROXD1
Krt28,KRT28
Abhd6,ABHD6
Pramel35,PRAMEF2
Pramel35,PRAMEF18
Pramel35,PRAMEF20
Pramel35,PRAMEF6
Pramel35,PRAMEF8
Pramel35,PRAMEF14
Pramel35,PRAMEF19
Pramel35,PRAMEF27
Pramel35,PRAMEF17
Pramel35,PRAMEF11
Pramel35,PRAMEF1
Pramel35,PRAMEF10
Pramel35,PRAMEF9
Pramel35,PRAMEF15
Pramel35,PRAMEF12
Pramel35,PRAMEF4
Pramel35,PRAMEF26
Pramel35,PRAMEF33
Pramel35,PRAMEF7
Pramel35,PRAMEF5
Pramel35,PRAMEF13
Pramel35,PRAMEF25
Hnf1a,HNF1A
Cd83,CD83
Unc119,UNC119
Acot4,ACOT4
Prl8a6,PRL
Nudcd1,NUDCD1
Alkal2,ALKAL2
Zbtb20,ZBTB20
Ccni,CCNI
Irx1,IRX1
Lin52,LIN52
Arl10,ARL10
Prr11,PRR11
Prxl2c,PRXL2C
Pi16,PI16
Kctd9,KCTD9
Ruvbl1,RUVBL1
Adgrg6,ADGRG6
Lctl,LCTL
Or2ag2b,OR2AG2
Eif2s1,EIF2S1
Cox6c,COX6C
Slc49a3,SLC49A3
Hexb,HEXB
Obscn,OBSCN
Rasd2,RASD2
Synpo2l,SYNPO2L
Ddx19b,DDX19B
P2ry13,P2RY13
Atp1a1,ATP1A1
P3h3,P3H3
Rundc3b,RUNDC3B
Ccn4,CCN4
Camkv,CAMKV
Gpsm3,GPSM3
Tmem260,TMEM260
Zfp689,ZNF689
Lpin2,LPIN2
Rac2,RAC2
Crebzf,CREBZF
Dhx38,DHX38
Cyria,CYRIA
Rbfox2,RBFOX2
Prdm1,PRDM1
Ccp110,CCP110
Plb1,PLB1
Adora2a,ADORA2A
Elane,ELANE
Ipcef1,IPCEF1
Abcd3,ABCD3
Trim6,TRIM6
Prl2c2,PRL
Tbca,TBCA
Angptl6,ANGPTL6
Ift56,IFT56
P2ry2,P2RY2
Il18,IL18
Sh3bgrl3,SH3BGRL3
Actn2,ACTN2
Epcam,EPCAM
Perp,PERP
Tmc4,TMC4
Rps12,RPS12
Acot7,ACOT7
Tbl3,TBL3
Rpl36al,RPL36A
Dok2,DOK2
Fam177a2,FAM177A1
Uqcc6,UQCC6
Abhd8,ABHD8
Ppp2r3c,PPP2R3C
Myo6,MYO6
Ngly1,NGLY1
Dnaja2,DNAJA2
Wtip,WTIP
Psmc2,PSMC2
Yeats4,YEATS4
Garin5b,GARIN5B
Sesn1,SESN1
Bspry,BSPRY
Mcf2l,MCF2L
Sfrp2,SFRP2
Zkscan6,ZNF18
Snrpa1,SNRPA1
Tnik,TNIK
Mrpl35,MRPL35
Yars1,YARS1
Hs1bp3,HS1BP3
Itfg2,ITFG2
Atp5f1d,ATP5F1D
Pnpla8,PNPLA8
Ahsp,AHSP
Poc5,POC5
Tep1,TEP1
Rnf126,RNF126
Pdgfa,PDGFA
Pigw,PIGW
Or5v1,OR5V1
Ppfibp2,PPFIBP2
Wdr90,WDR90
Ttpal,TTPAL
Narf,NARF
Parp12,PARP12
Vta1,VTA1
Abhd4,ABHD4
Car8,CA8
Pon3,PON3
Glb1l,GLB1L
Sdsl,SDSL
E2f3,E2F3
Elp4,ELP4
Mettl25,METTL25
Dcaf12,DCAF12
Lgals9,LGALS14
Lgals9,LGALS16
Lgals9,LGALS13
Gpr19,GPR19
Uggt2,UGGT2
Ranbp9,RANBP9
Rad51b,RAD51B
Id2,ID2
Slc25a33,SLC25A33
Ngb,NGB
Bicc1,BICC1
Fndc1,FNDC1
Slc26a1,SLC26A1
Nufip2,NUFIP2
Lhfpl4,LHFPL4
Kpna3,KPNA3
Dgkb,DGKB
Prss1,PRSS1
Prss1,PRSS3
Prss1,PRSS2
B3gnt2,B3GNT2
Cftr,CFTR
Oas1e,OAS1
Shisal2a,SHISAL2A
Artn,ARTN
Thg1l,THG1L
Acat3,ACAT2
Parg,PARG
Alg6,ALG6
Pdgfb,PDGFB
Sele,SELE
Cbs,CBS
Sec14l2,SEC14L2
Zfp65,ZNF200
Zfp65,KRABD1
Klri2,KLRC4
Klri2,KLRC1
Klri2,KLRC2
Klri2,KLRC3
Ggct,GGCT
Ccdc134,CCDC134
Pde8b,PDE8B
Slc12a5,SLC12A5
Arfgef3,ARFGEF3
Jagn1,JAGN1
Pak1,PAK1
Alox5,ALOX5
Csrnp1,CSRNP1
Arl4d,ARL4D
Wdfy3,WDFY3
Rb1cc1,RB1CC1
Wsb1,WSB1
Alkbh8,ALKBH8
Scx,SCX
Zfp647,ZNF250
Csmd3,CSMD3
Stk11,STK11
1110065P20Rik,C1orf122
Pdia5,PDIA5
Rho,RHO
Plekhf2,PLEKHF2
Crbn,CRBN
Ak4,AK4P3
Ak4,AK4
Cd200r1,CD200R1
Cd200r1,CD200R1L
Car4,CA4
Vpreb1b,VPREB1
Rims3,RIMS3
Glis2,GLIS2
Tfap2e,TFAP2E
Ccar2,CCAR2
Dnm1l,DNM1L
Gm3336,CIST1
Yipf1,YIPF1
Mcph1,MCPH1
Chrna3,CHRNA3
Npr3,NPR3
Matcap2,MATCAP2
Eif4e,EIF4E
M1ap,M1AP
Nol11,NOL11
Cpsf1,CPSF1
Try4,PRSS1
Try4,PRSS3
Try4,PRSS2
Cul5,CUL5
Arhgap45,ARHGAP45
Creld1,CRELD1
Rasal3,RASAL3
Tnfsf10,TNFSF10
Depdc5,DEPDC5
Lrrc7,LRRC7
Gpr85,GPR85
Nmnat1,NMNAT1
Grcc10,C12orf57
Spaar,SPAAR
Pate4,PATE4
Klrg2,KLRG2
Matn1,MATN1
Ipo9,IPO9
Agps,AGPS
Prr15,PRR15
Pcare,PCARE
Parp3,PARP3
Fam229a,FAM229A
Ermardl1,ERMARD
Snca,SNCA
Ldhd,LDHD
Ephb2,EPHB2
Tcp10b,TCP10L
Nsd3,NSD3
Thada,THADA
Nagk,NAGK
Ptafr,PTAFR
Trim46,TRIM46
9530068E07Rik,C5orf15
Timp3,TIMP3
Zfp566,ZNF566
Pfn1,PFN1
Phyhipl,PHYHIPL
Cdh24,CDH24
Cep85,CEP85
Cdkn2aipnl,CDKN2AIPNL
Zfp429,ZNF195
Zfp429,ZNF429
Itgb8,ITGB8
Lsr,LSR
Bap1,BAP1
Cdk7,CDK7
Fabp1,FABP1
Rad51d,RAD51D
Fam229b,FAM229B
Plxna1,PLXNA1
Spry1,SPRY1
Crppa,CRPPA
Dnajc1,DNAJC1
Otud7b,OTUD7B
Ntm,NTM
Tmem151b,TMEM151B
Prrc2a,PRRC2A
Dlc1,DLC1
Nedd4,NEDD4
Sumo3,SUMO3
Hapln3,HAPLN3
Cdc6,CDC6
Vax2,VAX2
Tmem86b,TMEM86B
Cacna1c,CACNA1C
Rab5if,RAB5IF
Fam83f,FAM83F
Zfp324,ZNF324
Zfp324,ZNF324B
Cdh12,CDH12
Ces1c,CES1
Syde1,SYDE1
Serpina11,SERPINA11
Alpk3,ALPK3
Lyst,LYST
Cst5,CST3
Hectd1,HECTD1
Lmx1b,LMX1B
Sh3rf3,SH3RF3
Exosc4,EXOSC4
Bcs1l,BCS1L
Lyl1,LYL1
Mrtfa,MRTFA
Il16,IL16
Fance,FANCE
Gstt2,GSTT2
Gstt2,GSTT2B
Slc36a3,SLC36A3
Gstm7,GSTM2
Plpbp,PLPBP
Polr1b,POLR1B
Pfkp,PFKP
Epb41l2,EPB41L2
Rnase2a,RNASE2
Rnase2a,RNASE3
Arhgap22,ARHGAP22
Cc2d1b,CC2D1B
Slc30a6,SLC30A6
Ncstn,NCSTN
Inka2,INKA2
Relt,RELT
Gria2,GRIA2
Gemin5,GEMIN5
Itgb7,ITGB7
Pabpn1,PABPN1
Htr3b,HTR3B
Trim72,TRIM72
Rai14,RAI14
Leo1,LEO1
Klk10,KLK10
Mrpl39,MRPL39
Slc7a6,SLC7A6
Mrgprb1,MRGPRX4
Mrgprb1,MRGPRX2
Mrgprb1,MRGPRX3
Mrgprb1,MRGPRX1
Hr,HR
Syngr4,SYNGR4
Des,DES
Minar1,MINAR1
Nme6,NME6
Gdf10,GDF10
Timm23,TIMM23B
Timm23,TIMM23
Gnas,GNAS
Irf3,IRF3
Tent4b,TENT4B
Apobec2,APOBEC2
Prss27,PRSS27
Parp14,PARP14
Hsbp1,HSBP1
Cd52,CD52
Bmp1,BMP1
Rgs20,RGS20
Ldlrap1,LDLRAP1
Prss54,PRSS54
Vav1,VAV1
Arhgap8,ARHGAP8
Rps5,RPS5
Gramd1c,GRAMD1C
Cfap97,CFAP97
Zfp105,ZNF35
Marchf6,MARCHF6
Snw1,SNW1
Nepro,RMP64
Cspg5,CSPG5
Trir,TRIR
Ugp2,UGP2
Bean1,BEAN1
Ppip5k2,PPIP5K2
Zbtb17,ZBTB17
Nt5e,NT5E
Tomm70a,TOMM70
Ppm1a,PPM1A
Cnpy4,CNPY4
Ap1m1,AP1M1
Ccdc15,CCDC15
Fchsd2,FCHSD2
Coro1c,CORO1C
Ddx17,DDX17
Lrr1,LRR1
Parn,PARN
Mdh1,MDH1
Eml1,EML1
Psma4,PSMA4
Slc26a8,SLC26A8
Mthfsd,MTHFSD
Pdcd7,PDCD7
Odad3,ODAD3
Ttll8,TTLL8
Rnf216,RNF216
Snu13,SNU13
Pafah1b1,PAFAH1B1
Slc3a1,SLC3A1
Ywhaz,YWHAZ
Gpank1,GPANK1
Smap2,SMAP2
Hmbs,HMBS
Gmip,GMIP
Trim10,TRIM10
Heatr1,HEATR1
Axl,AXL
Nudt15,NUDT15
Virma,VIRMA
Pot1b,POT1
Defb30,DEFB135
Ttc5,TTC5
Dap,DAP
Ror2,ROR2
Panx2,PANX2
Ppp1r16b,PPP1R16B
Cd2ap,CD2AP
Zfp622,ZNF622
Fam193b,FAM193B
Slc36a2,SLC36A2
Muc1,MUC1
Ubxn7,UBXN7
Ptk2,PTK2
Cttnbp2nl,CTTNBP2NL
Efcab7,EFCAB7
Dlg5,DLG5
Zfp334,ZNF334
Tmem39b,TMEM39B
Crtc2,CRTC2
Thpo,THPO
Cyp4a31,CYP4A22
Cyp4a31,CYP4A11
Cyp4a31,CYP4F12
Cyp4a31,CYP4F11
Neurl1b,NEURL1B
Rpl11,RPL11
Agpat1,AGPAT1
Dvl3,DVL3
Kntc1,KNTC1
Aldob,ALDOB
Wdr17,WDR17
Mcmbp,MCMBP
Cuedc1,CUEDC1
Agtr1a,AGTR1
Gart,GART
Tnnc1,TNNC1
Tmem242,TMEM242
Zdhhc22,ZDHHC22
Dnajb14,DNAJB14
Mok,MOK
Zbtb44,ZBTB44
Slc30a5,SLC30A5
Tff3,TFF3
Adh1,ADH1A
Adh1,ADH1B
Adh1,ADH1C
Hsf2bp,HSF2BP
Rgr,RGR
Arnt2,ARNT2
Rgl3,RGL3
Rnase9,RNASE9
Pdcl2,PDCL2
Mast2,MAST2
Ppp3cb,PPP3CB
Clic5,CLIC5
Gpr89,GPR89A
Gpr89,GPR89B
Chd1,CHD1
Trpc4,TRPC4
Mlxipl,MLXIPL
Trappc12,TRAPPC12
Xaf1,XAF1
Pth1r,PTH1R
Actg1,ACTG1
Ankub1,ANKUB1
Ralgds,RALGDS
Rsrc1,RSRC1
Rab30,RAB30
Hs3st3a1,HS3ST3A1
Mrgprg,MRGPRG
Vwa5a,VWA5A
Iqgap2,IQGAP2
Ldaf1,LDAF1
Mapk13,MAPK13
Mrfap1,MRFAP1
Mrfap1,MRFAP1L2
Mrfap1,MRFAP1L1
Rhbdd3,RHBDD3
Gtf2h3,GTF2H3
Fgd5,FGD5
Fam53b,FAM53B
Dis3l,DIS3L
Tm4sf4,TM4SF4
Tlr3,TLR3
Atp11b,ATP11B
Prr7,PRR7
Spr,SPR
Pdcd6,PDCD6
Atxn2l,ATXN2L
Ntsr2,NTSR2
Frmd4b,FRMD4B
Farsb,FARSB
Nkx2-9,NKX2-8
Nek9,NEK9
Gpat3,GPAT3
Vps36,VPS36
Gfod1,GFOD1
Serpinb9,SERPINB9
Rpl27,RPL27
Bud23,BUD23
Txndc16,TXNDC16
Nubpl,NUBPL
Fbxw10,FBXW10
Fbxw10,FBXW10B
Gprin1,GPRIN1
Dhx29,DHX29
Ppm1e,PPM1E
Tiam2,TIAM2
Defb3,DEFB4A
Defb3,DEFB4B
Ido2,IDO2
Calml4,CALML4
Inpp4b,INPP4B
Lrrc27,LRRC27
Apoc3,APOC3
Pgap1,PGAP1
Dnaaf2,DNAAF2
Rdh14,RDH14
Camkk1,CAMKK1
Mta1,MTA1
Nudt16,NUDT16
Itga9,ITGA9
Lax1,LAX1
Trappc14,TRAPPC14
Tulp1,TULP1
Acadl,ACADL
Arb2a,ARB2A
Capn5,CAPN5
Capza2,CAPZA2
Rnf111,RNF111
Spata2l,SPATA2L
Rnps1,RNPS1
Dda1,DDA1
Grifin,GRIFIN
Krt18,KRT18
Uap1,UAP1
Rbm47,RBM47
Scaf11,SCAF11
Ugcg,UGCG
Lpl,LPL
Vwa1,VWA1
Nudcd2,NUDCD2
Slx9,SLX9
Fam110b,FAM110B
Ctso,CTSO
C1qbp,C1QBP
Mphosph9,MPHOSPH9
Tppp,TPPP
Ccdc6,CCDC6
Stk3,STK3
Zc2hc1b,ZC2HC1B
Eogt,EOGT
Cd180,CD180
Ctbs,CTBS
Kera,KERA
Gadd45g,GADD45G
Ctsd,CTSD
Osbp2,OSBP2
Cyp4b1,CYP4B1
Atxn7l2,ATXN7L2
Rnaseh2a,RNASEH2A
Naa35,NAA35
Armc12,ARMC12
Fbln5,FBLN5
Rhoq,RHOQ
Macc1,MACC1
Foxh1,FOXH1
Ddit4,DDIT4
Rdh12,RDH12
Rrp1,RRP1
Rnd1,RND1
Atf6b,ATF6B
Mycn,MYCN
Zfr,ZFR
Rspry1,RSPRY1
Selenof,SELENOF
Slco1a4,SLCO1A2
Avpr1b,AVPR1B
Tuft1,TUFT1
Ccdc196,CCDC196
Tmco1,TMCO1
Setd2,SETD2
Rfc1,RFC1
Tspan13,TSPAN13
Or2f2,OR2F1
Zfp637,ZNF32
Gdpd1,GDPD1
Ddit4l,DDIT4L
Smg5,SMG5
Srp54b,SRP54
Igsf9,IGSF9
Clec2g,CLEC2D
Sarnp,SARNP
Nrg3,NRG3
Ptprd,PTPRD
Ripk3,RIPK3
Cav2,CAV2
Lgals3bp,LGALS3BP
Washc2,WASHC2A
Washc2,WASHC2C
Tmod2,TMOD2
Syngr2,SYNGR2
Wdhd1,WDHD1
Chst8,CHST8
Ppp1r14c,PPP1R14C
Ube2o,UBE2O
Safb,SAFB
Cpq,CPQ
Zfp365,ZNF365
Acsm4,ACSM4
Itsn2,ITSN2
Efna1,EFNA1
Crygb,CRYGB
Unc50,UNC50
Spag7,SPAG7
Tac2,TAC3
Larp7,LARP7
Higd2a,HIGD2A
Higd2a,HIGD2B
Lysmd3,LYSMD3
Ppm1h,PPM1H
Cdk20,CDK20
Snx31,SNX31
Nr1h2,NR1H2
Nrp1,NRP1
Xrn2,XRN2
Nle1,NLE1
Rhebl1,RHEBL1
Rufy4,RUFY4
Tmbim4,TMBIM4
Khdc4,KHDC4
Ncoa4,NCOA4
Mboat1,MBOAT1
Myl1,MYL1
Ank,ANKH
Hyal2,HYAL2
Exoc3,EXOC3
Parpbp,PARPBP
Vstm5,VSTM5
Parp10,PARP10
Pla2g3,PLA2G3
Nkx2-5,NKX2-5
Sipa1l2,SIPA1L2
Nsl1,NSL1
Rasgrp3,RASGRP3
Glb1,GLB1
Lama2,LAMA2
G6pc3,G6PC3
Cyb5r3,CYB5R3
Slamf1,SLAMF1
Syt2,SYT2
Ghsr,GHSR
Arhgdia,ARHGDIA
Ccna1,CCNA1
Prxl2a,PRXL2A
Tmem249,CATSPERQ
Selenop,SELENOP
Fmo3,FMO3
C030006K11Rik,C8orf82
Tmem169,TMEM169
Nipbl,NIPBL
Adgrf4,ADGRF4
Spata45,SPATA45
Tshb,TSHB
Cited2,CITED2
Sf3b1,SF3B1
Gpr141,GPR141
Fstl5,FSTL5
Cebpzos,CEBPZOS
Ano4,ANO4
Homez,HOMEZ
Ercc8,ERCC8
Oxgr1,OXGR1
Dnajc15,DNAJC15
Topbp1,TOPBP1
Mpp3,MPP3
Hoxc10,HOXC10
Wdr86,WDR86
Aqp2,AQP2
Mfsd2b,MFSD2B
Daam2,DAAM2
Plac9,PLAC9
Arf3,ARF3
Wdfy2,WDFY2
Sbds,SBDS
Capns1,CAPNS1
Amigo2,AMIGO2
Prkag1,PRKAG1
Ifi202b,IFI16
Cd5l,CD5L
Sell,SELL
Car3,CA3
Abcc4,ABCC4
Sgpp1,SGPP1
Ltbp2,LTBP2
Plpp5,PLPP5
Wnt6,WNT6
Fcgr4,FCGR3B
Fcgr4,FCGR3A
Rgs4,RGS4
Rfpl4,RFPL4AL1
Rfpl4,RFPL4A
Ccnh,CCNH
Ifitm3,IFITM1
Ifitm3,IFITM2
Ifitm3,IFITM3
Kif26b,KIF26B
Lysmd4,LYSMD4
Fbxl7,FBXL7
Arfip1,ARFIP1
Fam216a,FAM216A
Cplane1,CPLANE1
Aox1,AOX1
Snrnp35,SNRNP35
Arl4a,ARL4A
Apoc2,APOC2
Nudt1,NUDT1
Hspa2,HSPA2
Map2k5,MAP2K5
Nps,NPS
Fam177a,FAM177A1
Chtop,CHTOP
Lmtk3,LMTK3
Stxbp6,STXBP6
1700030J22Rik,C16orf46
Nt5dc2,NT5DC2
St6galnac5,ST6GALNAC5
Dnase2a,DNASE2
Rps6ka2,RPS6KA2
Twist1,TWIST1
Pacs2,PACS2
Ppara,PPARA
Prkrip1,PRKRIP1
1700067K01Rik,C19orf67
Tbx15,TBX15
Zbtb41,ZBTB41
Mbtps1,MBTPS1
Ano5,ANO5
Mettl17,METTL17
Gmpr,GMPR
Man1a2,MAN1A2
Plekhm1,PLEKHM1
F5,F5
Phf21b,PHF21B
Unc119b,UNC119B
Syngap1,SYNGAP1
Cabcoco1,CABCOCO1
Tcea1,TCEA1
Slc29a3,SLC29A3
Psph,PSPH
Smpd2,SMPD2
Prune1,PRUNE1
Kif13a,KIF13A
Zfp251,ZNF251
Traf3ip2,TRAF3IP2
Fbxo4,FBXO4
Lrrc39,LRRC39
Vegfa,VEGFA
Spry2,SPRY2
Gmfb,GMFB
Hid1,HID1
Rpap3,RPAP3
Inpp4a,INPP4A
Washc3,WASHC3
Ptch1,PTCH1
Capn15,CAPN15
Nkg7,NKG7
Dgkh,DGKH
Zfp697,ZNF697
Zfp383,ZNF383
Mterf1b,MTERF1
Arhgef38,ARHGEF38
Gp6,GP6
Tmco4,TMCO4
Rcc1l,RCC1L
Tspan5,TSPAN5
Zfp329,ZNF329
Psmb10,PSMB10
Nop56,NOP56
Gls2,GLS2
Lsm6,LSM6
Cyp2d22,CYP2D6
Phf11b,PHF11
Gkap1,GKAP1
Parp2,PARP2
S100a1,S100A1
Mbip,MBIP
Plch1,PLCH1
Btbd19,BTBD19
Eif1ad2,EIF1AX
Trappc9,TRAPPC9
Iqgap1,IQGAP1
Ddx24,DDX24
Gfer,GFER
Ptpn20,PTPN20
Zswim4,ZSWIM4
Btn2a2,BTN2A2
Rsph3b,RSPH3
Dpp6,DPP6
Ecd,ECD
Enpp3,ENPP3
Nqo1,NQO1
Cryaa,CRYAA
4933430I17Rik,C9orf43
Nkd1,NKD1
Esm1,ESM1
Diras2,DIRAS2
Zfp944,ZNF34
Zfp729b,ZNF845
Prpf4b,PRP4K
Tlcd2,TLCD2
Ilf3,ILF3
Klhdc2,KLHDC2
Il12b,IL12B
P3h1,P3H1
Spdl1,SPDL1
Mical3,MICAL3
Ptges3,PTGES3
Slc7a8,SLC7A8
Orc6,ORC6
Fam120b,FAM120B
Il17d,IL17D
Rnf130,RNF130
Nefl,NEFL
Fam25a,FAM25G
Fam25a,FAM25C
Fam25a,FAM25A
Bclaf1,BCLAF1
Or5au1,OR5AU1
Ccdc25,CCDC25
Hmgcs1,HMGCS1
Tchhl1,TCHHL1
Erg28,ERG28
Rusc1,RUSC1
Slc10a7,SLC10A7
Gmnn,GMNN
Chac2,CHAC2
Chat,CHAT
Atg16l2,ATG16L2
Alkbh5,ALKBH5
Pla2g7,PLA2G7
Akap6,AKAP6
Slc9a2,SLC9A2
Fbxw11,FBXW11
Pde6d,PDE6D
Gon7,GON7
Slc17a4,SLC17A4
Dio2,DIO2
Wdr89,WDR89
Mpv17,MPV17
Slc7a7,SLC7A7
Tedc1,TEDC1
Wdfy1,WDFY1
Fut7,FUT7
Fam8a1,FAM8A1
Ankrd31,ANKRD31
B4galt5,B4GALT5
Cpsf2,CPSF2
Adamts10,ADAMTS10
Arhgef28,ARHGEF28
Pirt,PIRT
Il19,IL19
Etnk2,ETNK2
Sec24b,SEC24B
Glod4,GEMIN4
Ppp2r5e,PPP2R5E
Slc27a1,SLC27A1
Or52r1b,OR52R1
Rimkla,RIMKLA
Mrps11,MRPS11
Fcer1g,FCER1G
Fbxo10,FBXO10
B3galt2,B3GALT2
Nsd2,NSD2
Cd69,CD69
Tjp1,TJP1
Relch,RELCH
Celf1,CELF1
Pygl,PYGL
Rasgef1a,RASGEF1A
Amigo1,AMIGO1
Dcun1d1,DCUN1D1
Pramel16,PRAMEF2
Pramel16,PRAMEF18
Pramel16,PRAMEF20
Pramel16,PRAMEF6
Pramel16,PRAMEF8
Pramel16,PRAMEF14
Pramel16,PRAMEF19
Pramel16,PRAMEF27
Pramel16,PRAMEF17
Pramel16,PRAMEF11
Pramel16,PRAMEF1
Pramel16,PRAMEF10
Pramel16,PRAMEF9
Pramel16,PRAMEF15
Pramel16,PRAMEF12
Pramel16,PRAMEF4
Pramel16,PRAMEF26
Pramel16,PRAMEF33
Pramel16,PRAMEF7
Pramel16,PRAMEF5
Pramel16,PRAMEF13
Pramel16,PRAMEF25
Casp9,CASP9
Dock4,DOCK4
Ccdc42,CCDC42
Ndufb5,NDUFB5
Atg10,ATG10
Srp68,SRP68
Mycl,MYCL
Tnfrsf13c,TNFRSF13C
Ints11,INTS11
Skp2,SKP2
Elovl7,ELOVL7
Utp20,UTP20
Clptm1,CLPTM1
Btn1a1,BTN1A1
